,id,x,y,cluster
211,211,5.686803,59.10971,7
212,212,65.93839,2.2958127999999998,6
213,213,20.753601,-43.632874,3
214,214,-29.68885,-39.796516,5
215,215,10.939842,-55.884953,3
216,216,3.9080732000000005,-44.769333,3
217,217,43.06518,28.81887,2
218,218,25.480042,-11.752811,3
219,219,-40.435574,-42.10751,5
220,220,-68.55064,4.1864567,4
221,221,2.335516,14.438622,0
222,222,-59.430446999999994,8.187401,4
223,223,-3.127105,27.246975,0
224,224,19.865343,-49.975086,3
225,225,20.082693,-59.70369,3
226,226,-54.656490000000005,12.618271,4
227,227,15.030013,-20.151379000000002,3
228,228,-41.144096000000005,-20.837067,5
229,229,-24.487779999999997,-27.893002000000003,5
230,230,4.162030000000001,57.09733000000001,7
231,231,7.431933,60.762817000000005,7
232,232,16.442186,-5.215107,3
233,233,-4.7680364,-54.853626,3
234,234,-66.46647,0.7166630999999999,4
235,235,-47.636722999999996,5.441661,4
236,236,38.290848,25.264961,2
237,237,40.752518,35.264656,2
238,238,-6.218682,25.069572,0
239,239,60.62696,-6.456713,6
240,240,18.690092,-15.409776,3
241,241,-32.83245,-22.179958,5
242,242,-23.627365,-30.140220000000003,5
243,243,25.519733,-18.097260000000002,3
244,244,42.601723,26.378140999999996,2
245,245,6.007774400000001,57.39253000000001,7
246,246,48.551865,4.732094,6
247,247,-5.025532,23.928589000000002,0
248,248,-34.710484,59.126335,1
249,249,-35.892986,-44.614967,5
250,250,-2.5571141,-50.399475,3
251,251,-6.7269397,19.070976,0
252,252,-52.57071,-0.07973283,4
253,253,-59.853730000000006,-6.674877599999999,4
254,254,21.003414000000003,-28.879354,3
255,255,8.962822000000001,32.45706,0
256,256,-55.920704,6.1862082,4
257,257,37.390396,28.673029999999997,2
258,258,69.1037,3.2771065000000004,6
259,259,4.974928,64.03635,7
260,260,-33.9351,-17.986148999999997,5
261,261,-62.689766000000006,-3.42381,4
262,262,45.677296000000005,28.190702,2
263,263,21.745480999999998,-13.178412,3
264,264,16.896482000000002,-24.865795000000002,3
265,265,-58.530018000000005,6.977243400000001,4
266,266,20.947088,-21.211117,3
267,267,13.5287,-35.96321,3
268,268,58.318913,-5.123161,6
269,269,-2.8083158,30.526033,0
270,270,16.114674,-52.811946999999996,3
271,271,-50.547707,3.6627858,4
272,272,-4.51042,13.560986499999999,0
273,273,27.209627,-27.554113,3
274,274,5.399778400000001,16.354185,0
275,275,3.3984,30.542665000000003,0
276,276,-33.875145,45.30025,1
277,277,-34.916540000000005,-49.217285,5
278,278,24.400993,-10.780192,3
279,279,24.918474,-11.542444,3
280,280,7.427617999999999,26.178532,0
281,281,55.697933,-1.8411208,6
282,282,-67.48904399999999,2.7031487999999997,4
283,283,-34.555409999999995,54.311012,1
284,284,64.173676,-3.9650142,6
285,285,0.48089203,-41.9603,3
286,286,7.896569,63.573723,7
287,287,9.186009,41.927498,0
288,288,-34.548396999999994,-43.181534,5
289,289,40.41404,18.529135,2
290,290,-33.75435,47.516903000000006,1
291,291,-50.302464,8.524315,4
292,292,18.606672,-46.254112,3
293,293,-60.130478000000004,13.553881,4
294,294,2.2356532000000002,34.978058000000004,0
295,295,64.04384,13.260917999999998,8
296,296,49.349022,0.48600352,6
297,297,1.8087374,35.943783,0
298,298,-11.629102,23.328207,0
299,299,14.431095000000001,-37.472640000000006,3
300,300,36.227715,16.016827,2
301,301,1.4803445,32.372677,0
302,302,6.141698,-53.012653,3
303,303,64.533615,18.077585,8
304,304,19.018964999999998,-46.719646000000004,3
305,305,16.456934,-42.327884999999995,3
306,306,-30.162329999999997,-29.42405,5
307,307,63.73386800000001,17.295015,8
308,308,32.991486,29.371622,2
309,309,-33.132843,-44.30108,5
310,310,8.759628,-19.259017999999998,3
311,311,3.7142467000000003,62.017925,7
312,312,8.677995,-57.1501,3
313,313,-61.168774,11.191707000000001,4
314,314,34.920429999999996,28.306836999999998,2
315,315,18.985332,-26.670639,3
316,316,-34.211155,-47.57635,5
317,317,65.23825,-10.263338000000001,6
318,318,54.97676,-5.2869234,6
319,319,15.209047,-49.163086,3
320,320,50.867016,29.483368,2
321,321,-0.429381,15.008838,0
322,322,-54.640278,11.595252,4
323,323,-40.520218,-26.691822,5
324,324,18.102472,-50.01316,3
325,325,-18.998307999999998,26.10387,0
326,326,-52.577824,5.416853400000001,4
327,327,0.40966424,29.862204,0
328,328,10.32803,-10.377628999999999,3
329,329,19.046453,-6.205610299999999,3
330,330,-35.331833,48.046303,1
331,331,20.195220000000003,-47.289764,3
332,332,20.656677,-40.4682,3
333,333,38.38185,31.177096999999996,2
334,334,51.25626,-11.469567999999999,6
335,335,-34.319225,-20.218485,5
336,336,-29.744202,-23.55891,5
337,337,-36.225933000000005,-46.337123999999996,5
338,338,16.517757,-43.651367,3
339,339,3.916987,16.089106,0
340,340,-24.095438,-28.317429999999998,5
341,341,11.423672999999999,-19.408865,3
342,342,12.921791,-9.462922,3
343,343,-35.43829,48.345490000000005,1
344,344,6.5871844,-52.025814000000004,3
345,345,-34.485836,-48.03335,5
346,346,-59.088271999999996,18.417398000000002,4
347,347,-13.885295999999999,36.847218,0
348,348,50.398759999999996,-7.392697,6
349,349,-10.474656,35.284256,0
350,350,5.189467400000001,-48.465775,3
351,351,13.222627,-54.722559999999994,3
352,352,-35.45467,54.439255,1
353,353,-0.6995803,17.29389,0
354,354,-61.264862,2.342503,4
355,355,-10.133186,8.946765,0
356,356,23.184978,-43.281387,3
357,357,-38.9757,-30.970896000000003,5
358,358,-43.825233000000004,52.717876000000004,1
359,359,-38.978172,53.8199,1
360,360,1.7499295,18.179679999999998,0
361,361,38.480059999999995,17.090564999999998,2
362,362,16.610931,-55.034330000000004,3
363,363,-29.420997999999997,50.289623,1
364,364,-58.764396999999995,-2.9883761000000004,4
365,365,-11.771185000000001,42.616172999999996,0
366,366,11.095461,33.11123,0
367,367,2.73153,-48.883812,3
368,368,57.296036,-12.584776,6
369,369,-44.102894,55.647130000000004,1
370,370,-38.145214,53.444878,1
371,371,-41.2438,5.5533767,4
372,372,-3.2159967000000003,12.241825,0
373,373,-6.4262084999999995,20.686085000000002,0
374,374,15.435212,-10.986485499999999,3
375,375,-57.633984,10.96055,4
376,376,-58.805609999999994,-3.2851739999999996,4
377,377,-71.10977,5.6215209999999995,4
378,378,-10.537371,31.84913,0
379,379,44.734016,34.073516999999995,2
380,380,-2.3955783999999998,35.10369,0
381,381,-61.696365,20.700478,4
382,382,5.176935,31.006645000000002,0
383,383,13.955328,-52.2356,3
384,384,-34.716045,-42.505493,5
385,385,13.254496,-20.798689000000003,3
386,386,52.441727,-12.515105,6
387,387,11.782369000000001,-52.47916,3
388,388,48.214172,35.68728,2
389,389,-33.504870000000004,52.696575,1
390,390,7.6549344,31.935427,0
391,391,-55.30528,16.900679999999998,4
392,392,58.778,-14.954610999999998,6
393,393,11.738566,-52.201523,3
394,394,-11.408458999999999,24.488360999999998,0
395,395,4.710071,-26.437865999999996,3
396,396,-23.486083999999998,-16.22423,5
397,397,65.414734,17.117403,8
398,398,11.319415,24.30913,0
399,399,-65.93053,12.954172,4
400,400,58.96462,-6.4006834,6
401,401,-51.31847,10.1744175,4
402,402,52.68909,-6.4120927000000005,6
403,403,-4.1142898,-47.450520000000004,3
404,404,48.547947,4.704644999999999,6
405,405,12.474757,-58.0276,3
406,406,27.984095,-13.414721499999999,3
407,407,19.302422,-33.14046,3
408,408,58.644119999999994,-9.980559,6
409,409,14.727341000000001,-48.67581,3
410,410,-31.772,-37.992447,5
411,411,6.7089300000000005,-37.383984000000005,3
412,412,44.352814,36.200615,2
413,413,-3.319085,30.842312,0
414,414,-54.974346,17.165913,4
415,415,12.224555,-59.038353,3
416,416,65.40073000000001,17.029007,8
417,417,20.370504,-22.003326,3
418,418,-58.61874399999999,17.109976,4
419,419,2.7927147999999997,61.712376,7
420,420,8.443225,20.0687,0
421,421,19.796644,-27.575527,3
422,422,9.777321,29.048871999999996,0
423,423,-37.406684999999996,-29.120445,5
424,424,-33.187977000000004,-46.963158,5
425,425,19.356673999999998,-39.346252,3
426,426,16.260818,-52.332726,3
427,427,2.1277778,62.179230000000004,7
428,428,-34.27769,-30.781843,5
429,429,-34.837402000000004,-29.476698,5
430,430,-42.587709999999994,-27.424814,5
431,431,21.097179999999998,-45.889114,3
432,432,18.117203,-44.975468,3
433,433,-35.169174,54.287815,1
434,434,-38.868916,-27.481512,5
435,435,-13.004063,25.644997,0
436,436,9.366823,-28.036720000000003,3
437,437,-1.6988241999999998,11.355753,0
438,438,-41.446575,-31.601437,5
439,439,-3.9371629,20.408484,0
440,440,2.0467699,56.912193,7
441,441,-34.85934,-21.513882000000002,5
442,442,-26.982143,-25.803068,5
443,443,-58.556923,2.9554996,4
444,444,-30.542439,-25.758667000000003,5
445,445,16.101843,-10.339684,3
446,446,21.936153,-10.387564,3
447,447,19.169045999999998,-61.406372,3
448,448,49.189003,-8.326101,6
449,449,23.491344,-56.404495,3
450,450,-1.4758586,-47.27568,3
451,451,9.118274000000001,12.490121,0
452,452,13.156889999999999,-54.381595999999995,3
453,453,-30.790249,-17.476648,5
454,454,8.8270645,36.041584,0
455,455,-2.2748482000000005,-45.10863,3
456,456,-31.096056,-50.202812,5
457,457,-8.49986,35.921993,0
458,458,16.445051,-34.416695000000004,3
459,459,15.8092,-65.71948,3
460,460,8.575628,-48.817646,3
461,461,10.765212,24.494219,0
462,462,-38.408122999999996,57.608986,1
463,463,59.893634999999996,-9.476596,6
464,464,-32.400467,-16.949963,5
465,465,57.187909999999995,-9.783431,6
466,466,1.3964556000000001,62.866425,7
467,467,-55.285669999999996,9.32036,4
468,468,10.817902,-26.030764,3
469,469,64.385544,-3.0088317000000004,6
470,470,50.09125,33.091534,2
471,471,-16.416404999999997,32.347042,0
472,472,12.588803,-15.285889000000001,3
473,473,-12.205954,22.042187,0
474,474,71.24226999999999,2.7412405,6
475,475,-8.137852,30.803774,0
476,476,4.8074455,-56.43725,3
477,477,-25.879133,-21.223876999999998,5
478,478,55.286021999999996,0.43682602,6
479,479,-22.957864999999998,-26.96715,5
480,480,-1.8786967,16.586064999999998,0
481,481,-2.580589,27.40295,0
482,482,-5.731682299999999,15.662920000000002,0
483,483,38.234425,27.632502000000002,2
484,484,2.0309227,-60.35869,3
485,485,14.012417000000001,-60.933758,3
486,486,-37.64645,-40.573161999999996,5
487,487,-7.594713700000001,12.656066000000001,0
488,488,5.246519999999999,64.67138,7
489,489,24.378489000000002,-6.3762555,3
490,490,-40.413353,53.83948,1
491,491,-37.035294,-18.59271,5
492,492,-30.459526,-19.635487,5
493,493,-27.415224,52.99361,1
494,494,-55.344933,7.2565775,4
495,495,-55.808223999999996,10.280132,4
496,496,56.837295999999995,-7.8659773,6
497,497,-55.259117,4.1933665,4
498,498,-32.127182,-26.615170000000003,5
499,499,19.580553,-27.059466999999998,3
500,500,-41.428204,-45.57006,5
501,501,50.626324,-2.6389015,6
502,502,24.579824,-25.77871,3
503,503,-1.5509036,-57.199985999999996,3
504,504,-44.620632,-36.635146999999996,5
505,505,-57.532238,15.798907,4
506,506,64.464035,17.051489,8
507,507,-23.997913,-26.445790999999996,5
508,508,11.281475,27.942078000000002,0
509,509,9.891257000000001,-61.18934,3
510,510,-67.08968,2.6778193,4
511,511,6.476396,-42.87787,3
512,512,10.693201,38.397816,0
513,513,41.268436,25.899181,2
514,514,-25.95095,-28.019337,5
515,515,-63.869427,8.8749895,4
516,516,11.514936,-49.891697,3
517,517,-10.714615,39.20211,0
518,518,8.290492,-64.40293,3
519,519,-50.884937,2.1485114,4
520,520,-7.390739999999999,30.930415999999997,0
521,521,11.949053999999999,-57.633274,3
522,522,34.94853,22.543648,2
523,523,37.578506,20.35768,2
524,524,0.89049226,20.991789999999998,0
525,525,6.0723677,-15.502379000000001,3
526,526,54.301044,-13.504257,6
527,527,53.309074,-11.273591,6
528,528,-66.857376,0.16248976,4
529,529,-12.034616,35.6681,0
530,530,1.7473451,-52.066998,3
531,531,-1.2462833,20.812572,0
532,532,-14.221648000000002,27.174902000000003,0
533,533,-49.279728000000006,20.291937,4
534,534,-37.465588000000004,-46.564434000000006,5
535,535,-58.546288,19.498222,4
536,536,13.473654000000002,-21.056534,3
537,537,15.965322500000001,26.836934999999997,0
538,538,17.648449,-52.487469999999995,3
539,539,-33.663548,-30.749209999999998,5
540,540,17.040262,-21.997107999999997,3
541,541,-6.8272585999999995,22.20681,0
542,542,-30.357091999999998,47.54779,1
543,543,59.958687,-12.676978,6
544,544,-34.903763,51.445885,1
545,545,7.859977000000001,-14.274082,3
546,546,19.909878,-55.441146999999994,3
547,547,-27.567974,-26.744778000000004,5
548,548,71.49282,2.056116,6
549,549,-30.534813,-14.828809,5
550,550,44.329025,25.805582,2
551,551,62.979202,-6.553231200000001,6
552,552,4.287113,27.481737,0
553,553,-17.800112,30.204865,0
554,554,10.902467999999999,22.199173000000002,0
555,555,26.35734,-44.819706,3
556,556,8.7244835,-60.286519999999996,3
557,557,53.10561800000001,-7.567759,6
558,558,52.20726,-5.0764365,6
559,559,-6.174686400000001,13.725873000000002,0
560,560,-2.720275,13.347132,0
561,561,0.670107,23.18235,0
562,562,12.721426,-16.83118,3
563,563,19.955296,-11.176731,3
564,564,4.711261299999999,-17.721085000000002,3
565,565,10.716056,-43.287125,3
566,566,2.8625637999999998,31.779062,0
567,567,9.914821,-48.799009999999996,3
568,568,6.313002,-42.302634999999995,3
569,569,-10.892402,11.354832,0
570,570,-31.984234000000004,-14.44974,5
571,571,8.096655,-58.73503,3
572,572,11.307833,-59.415466,3
573,573,-1.7387352999999999,18.277811,0
574,574,48.65405,-4.414372,6
575,575,3.8845212,14.948696,0
576,576,-41.123515999999995,-20.825066,5
577,577,11.775978,-25.830835,3
578,578,44.843720000000005,30.66273,2
579,579,-31.137762,-12.023289,5
580,580,-40.28872,56.946693,1
581,581,10.34005,-61.849740000000004,3
582,582,-54.168865000000004,14.345156,4
583,583,-24.946913000000002,-17.982001999999998,5
584,584,-56.233627,5.502576,4
585,585,13.437816,-57.13134399999999,3
586,586,-52.863659999999996,6.5494637,4
587,587,-39.645844,52.04596,1
588,588,-32.227,-22.302177,5
589,589,9.091413000000001,-51.498515999999995,3
590,590,-6.9259257,23.660142999999998,0
591,591,-1.5838816,-52.798813,3
592,592,-50.536728000000004,11.663129,4
593,593,-32.586723,-28.186365000000002,5
594,594,-39.830494,-36.388504,5
595,595,-65.67576600000001,2.4608787999999997,4
596,596,15.560761,-23.785091,3
597,597,-46.293934,9.879126,4
598,598,1.5153242,15.256305,0
599,599,-9.448633000000001,9.106415,0
600,600,-62.16373000000001,7.475753299999999,4
601,601,-40.543877,52.962303000000006,1
602,602,1.5989158,60.499309999999994,7
603,603,15.847106,-65.74981,3
604,604,-12.574955000000001,15.537806,0
605,605,-29.40843,-28.604284000000003,5
606,606,-10.186838,42.195503,0
607,607,20.147814,-12.3764925,3
608,608,4.431891,60.724697,7
609,609,-57.708637,-0.044045728,4
610,610,-60.415913,3.2755816,4
611,611,62.26529,-4.627612,6
612,612,-10.682474000000001,20.581455,0
613,613,-41.032436,3.8146985,4
614,614,5.722639599999999,-40.033455,3
615,615,55.39578,-6.291921,6
616,616,-37.057545000000005,-43.831833,5
617,617,13.7778015,-51.049217,3
618,618,42.350056,33.39216,2
619,619,-53.33903000000001,-2.033936,4
620,620,-36.24183,-42.986706,5
621,621,-52.874786,3.5695183,4
622,622,-56.31926,10.558303,4
623,623,15.7565565,-53.38993000000001,3
624,624,-7.5197616,5.9094430000000004,0
625,625,61.77870600000001,-6.529124700000001,6
626,626,62.133469999999996,-4.4452534,6
627,627,10.097269,56.09052,7
628,628,5.350596,-15.219585999999998,3
629,629,-35.529087,-27.098915,5
630,630,-67.67498,10.106318,4
631,631,-56.644096,7.242931,4
632,632,15.527810999999998,-47.45766,3
633,633,11.185724,58.953754,7
634,634,15.63975,-44.572933,3
635,635,-34.490185,-26.51125,5
636,636,-38.493435,-41.715233000000005,5
637,637,55.776848,-9.974056,6
638,638,-59.44784,3.6744894999999995,4
639,639,19.686722,-14.400216,3
640,640,-43.87647,47.729458,1
641,641,-11.68789,32.021057,0
642,642,-1.1274624,37.43923,0
643,643,-11.017205,11.688226,0
644,644,9.508225999999999,60.509409999999995,7
645,645,-51.754063,-3.6916726000000004,4
646,646,8.0971,34.012203,0
647,647,-29.075573,-48.818366999999995,5
648,648,3.9399013999999997,58.097590000000004,7
649,649,3.5241265,59.42442,7
650,650,-37.516552000000004,-45.598328,5
651,651,6.705769999999999,20.392626,0
652,652,-31.535395,-41.06958,5
653,653,-49.950096,6.675795,4
654,654,-47.682303999999995,16.428728,4
655,655,12.132688,-52.966730000000005,3
656,656,33.569427000000005,29.671858,2
657,657,17.757427,-10.629806,3
658,658,12.225873,-63.219947999999995,3
659,659,-23.315998,-23.681385000000002,5
660,660,-55.19263,16.986310999999997,4
661,661,-35.514587,-44.4282,5
662,662,24.346045999999998,-6.381001,3
663,663,-35.062870000000004,-37.92094,5
664,664,15.090942000000002,30.193590000000004,0
665,665,-53.53301999999999,5.562924400000001,4
666,666,40.906113,28.035395,2
667,667,-3.089917,18.873062,0
668,668,62.116282999999996,-8.521519,6
669,669,-33.025078,54.224113,1
670,670,9.347747,24.359339000000002,0
671,671,-38.906403000000005,57.215281999999995,1
672,672,14.570403,-17.623896,3
673,673,23.92567,-19.411768,3
674,674,49.058772999999995,4.142856,6
675,675,38.539967,17.43978,2
676,676,6.3338785,-20.263557000000002,3
677,677,-12.229761,26.241495,0
678,678,-36.48258,45.675354,1
679,679,18.570301,-47.77843,3
680,680,-3.4210536,13.089887,0
681,681,7.267696000000001,-44.282326,3
682,682,6.074204,60.72220600000001,7
683,683,1.0855921999999998,39.485878,0
684,684,-41.74497,-48.950108,5
685,685,-61.635273,-1.9613770000000001,4
686,686,10.990250999999999,-9.859242,3
687,687,-0.71666414,-55.869693999999996,3
688,688,-0.36578166,39.276768,0
689,689,-1.4458358,-54.127125,3
690,690,42.880478000000004,29.657740000000004,2
691,691,-59.04124,10.997741,4
692,692,7.209714999999999,-21.523585999999998,3
693,693,23.497087,-14.808197,3
694,694,-37.862938,-23.21415,5
695,695,-40.89383,51.863659999999996,1
696,696,21.287903,-48.290073,3
697,697,19.244936,-56.265404000000004,3
698,698,-40.289562,-29.454023,5
699,699,18.837260999999998,-17.083763,3
700,700,15.001024,-52.790519999999994,3
701,701,-43.39462,14.720789000000002,4
702,702,-7.4315929999999994,9.006495,0
703,703,-33.796658,-31.263353000000002,5
704,704,-1.3111238,30.645325,0
705,705,-26.98256,-25.765076,5
706,706,-2.096283,26.865524,0
707,707,-7.9350442999999995,34.419357,0
708,708,-32.332657,-26.580472999999998,5
709,709,-58.329809999999995,4.865826,4
710,710,1.9104668000000002,61.898,7
711,711,65.114334,19.832929999999998,8
712,712,10.8481045,-50.91321,3
713,713,-39.896770000000004,-29.545834000000003,5
714,714,-30.275920000000003,-26.123598,5
715,715,18.240248,-20.669788,3
716,716,53.716319999999996,-2.4306931,6
717,717,21.793535000000002,-22.544584,3
718,718,-39.663006,52.021159999999995,1
719,719,13.602035999999998,-8.104412,3
720,720,-3.9824242999999995,-49.44425,3
721,721,-22.65148,-20.517267,5
722,722,-62.112648,14.542798000000001,4
723,723,8.621789,34.640503,0
724,724,-51.54241,13.972682,4
725,725,47.580376,24.44083,2
726,726,22.282522,-40.940525,3
727,727,-5.152027599999999,36.840022999999995,0
728,728,-63.384487,16.886465,4
729,729,1.7206453000000002,60.623819999999995,7
730,730,2.1003754,35.957844,0
731,731,-18.36257,-24.400496,5
732,732,-30.386553000000003,-24.928135,5
733,733,-5.86378,9.552415,0
734,734,16.283358,-22.718716,3
735,735,54.609154000000004,-6.372553,6
736,736,-38.151245,-25.290306,5
737,737,-36.300915,-41.229305,5
